DATA ZAWARCIA TRANSAKCJI,MIASTO,DZIELNICA,ULICA,RODZAJ RYNKU,CENA NABYCIA,POWIERZCHNIA MIESZKANIA,CENA ZA 1 MKW,POŁOŻENIE NA KONDYGNACJI,OBECNOŚĆ MIEJSCA PARKINGOWEGO,STANDARD,ROK BUDOWY,ROK BUDOWY
2018 04 12,Gdynia, Śródmieście z Portem,Władysława IV,RYNEK WTÓRNY,215000,34.45,7679.53555878084,8,BRAK MP,DOBRY,40-50,1
2018 04 12,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,317000,47.3,7967.01902748414,2,BRAK MP,DOBRY,40-50,1
2018 04 12,Gdynia, Cisowa,Południowa,RYNEK WTÓRNY,250000,57.1,5563.57267950963,10,BRAK MP,PRZECIĘTNY,80,2
2018 04 12,Gdynia, Działki Leśne,Śląska,RYNEK WTÓRNY,195000,39.35,6314.6124523507,6,BRAK MP,PRZECIĘTNY,50-60,1
2018 04 12,Gdynia, Obłuże,Boisko,RYNEK WTÓRNY,335000,50.26,7903.06406685237,2,BRAK MP,DOBRY,2015,3
2018 04 12,Gdynia, Śródmieście z Portem,Skwer Kościuszki,RYNEK WTÓRNY,330000,39.15,9791.06002554279,11,BRAK MP,BARDZO DOBRY,40-50,1
2018 04 13,Gdynia, Mały Kack,Leśna,RYNEK PIERWOTNY,239360.17,36.97,7869.52042196376,3,MIEJSCE NAZIEMNE,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 04 13,Gdynia, Śródmieście z Portem,Traugutta,RYNEK WTÓRNY,366000,51.27,8367.77842793056,4,BRAK MP,DOBRY,40-50,1
2018 04 13,Sopot, Sopot,Kolberga,RYNEK WTÓRNY,285000,44.85,7645.03901895206,5,BRAK MP,DOBRY,70-80,2
2017 03 31,Gdynia, Wzgórze Św. Maksymiliana,Paderewskiego,RYNEK WTÓRNY,500000,83.95,7017.98689696248,3,BRAK MP,DOBRY,60-70,1
2017 05 31,Gdynia, Wzgórze Św. Maksymiliana,Bp. Dominika,RYNEK WTÓRNY,495000,83.15,7017.67889356584,5,BRAK MP,DOBRY,60-70,1
2018 04 15,Gdynia, Śródmieście z Portem,Władysława IV,RYNEK WTÓRNY,215000,36.95,7214.07307171854,4,BRAK MP,DOBRY,40-50,1
2018 04 16,Gdynia, Oksywie,Tucholska,RYNEK WTÓRNY,205000,66.75,4200.74906367041,1,BRAK MP,NISKI,80,2
2018 04 16,Gdynia, Śródmieście z Portem,Skwer Kościuszki,RYNEK WTÓRNY,280000,48.95,6969.56077630235,7,BRAK MP,DOBRY,40-50,1
2018 04 16,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,249000,42.45,7183.98115429917,1,BRAK MP,DOBRY,40-50,1
2018 05 25,Gdynia, Wzgórze Św. Maksymiliana,Partyzantów,RYNEK WTÓRNY,230000,40.73,6987.08568622637,4,BRAK MP,DOBRY,60-70,1
2018 04 16,Gdynia, Cisowa,Janowska,RYNEK WTÓRNY,205000,38.16,6748.63731656185,4,BRAK MP,PRZECIĘTNY,po 2000,3
2018 04 16,Gdynia, Pogórze,Porębskiego,RYNEK WTÓRNY,165000,41.12,5347.66536964981,5,BRAK MP,PRZECIĘTNY,80,2
2018 04 16,Gdynia, Obłuże,Stolarska,RYNEK WTÓRNY,185000,43.25,5586.12716763006,1,BRAK MP,PRZECIĘTNY,80,2
2018 04 16,Gdynia, Obłuże,Unruga,RYNEK WTÓRNY,203000,44.85,5816.72240802676,1,BRAK MP,PRZECIĘTNY,80,2
2018 04 16,Gdynia, Witomino,Nauczycielska,RYNEK WTÓRNY,150000,29.75,6581.51260504202,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 17,Gdynia, Leszczynki,Morska,RYNEK WTÓRNY,270000,39.9,8118.29573934837,5,BRAK MP,DOBRY,70-80,2
2018 04 17,Sopot, Sopot,Cieszyńskiego,RYNEK WTÓRNY,250000,37.11,8129.56076529238,6,BRAK MP,DOBRY,70-80,2
2018 04 17,Gdynia, Działki Leśne,Śląska,RYNEK WTÓRNY,235000,55.49,5431.46512885205,5,BRAK MP,PRZECIĘTNY,50-60,1
2018 04 17,Gdynia, Karwiny,Gojawiczyńskiej,RYNEK WTÓRNY,210000,43.14,6177.83959202596,1,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 17,Gdynia, Pogórze,Romanowskiego,RYNEK WTÓRNY,260000,66.65,5031.05776444111,5,BRAK MP,PRZECIĘTNY,80,2
2018 04 17,Gdynia, Witomino,Narcyzowa,RYNEK WTÓRNY,185000,36.75,6432.65306122449,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 17,Gdynia, Witomino,Rolnicza,RYNEK WTÓRNY,200000,38.65,6543.85510996119,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 17,Sopot, Sopot,Wejherowska,RYNEK WTÓRNY,220000,51.4,5508.17120622568,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 18,Sopot, Sopot,Majkowskiego,RYNEK WTÓRNY,585000,37.13,17147.9666038244,1,BRAK MP,WYSOKI,40-50,1
2018 04 18,Gdynia, Kamienna Góra,Marszałka Piłsudskiego Al.,RYNEK WTÓRNY,300000,43.91,8133.18150762924,3,BRAK MP,DOBRY,70-80,2
2018 04 18,Gdynia, Śródmieście z Portem,3 Maja,RYNEK WTÓRNY,250000,40.15,7574.59526774595,6,BRAK MP,DOBRY,40-50,1
2018 04 18,Gdynia, Śródmieście z Portem,Armii Krajowej,RYNEK WTÓRNY,278500,43.9,7645.10250569476,2,BRAK MP,DOBRY,40-50,1
2018 04 18,Gdynia, Wielki Kack,Zielona Laguna,RYNEK PIERWOTNY,374661.245483288,85.69,5429.02608802997,1,GARAŻ JEDNOSTANOWISKOWY,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 04 19,Sopot, Sopot,3 Maja,RYNEK WTÓRNY,360000,46.25,9059.45945945946,4,BRAK MP,DOBRY,40-50,1
2018 04 19,Gdynia, Wielki Kack,Gryfa Pomorskiego,RYNEK WTÓRNY,300000,41.25,8606.06060606061,3,BRAK MP,DOBRY,2001,3
2018 01 31,Gdynia, Wzgórze Św. Maksymiliana,Legionów,RYNEK WTÓRNY,266000,46.62,6977.60617760618,2,BRAK MP,DOBRY,60-70,1
2018 04 19,Gdynia, Pustki Cisowskie,Berberysowa,RYNEK WTÓRNY,118000,38.21,4463.96231353049,4,BRAK MP,NISKI,80,2
2018 04 19,Gdynia, Witomino,Długa,RYNEK WTÓRNY,240000,40.75,7229.44785276074,1,BRAK MP,DOBRY,70-80,2
2018 04 19,Gdynia, Śródmieście z Portem,Hryniewickiego,RYNEK WTÓRNY,770000,47.65,17421.1962224554,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,WYSOKI,2015,3
2018 04 20,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,380000,39.55,10964.3489254109,8,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,BARDZO DOBRY,2010,3
2018 04 20,Gdynia, Kamienna Góra,Krasickiego,RYNEK WTÓRNY,475000,54.13,9981.59985220765,6,BRAK MP,BARDZO DOBRY,30-40,1
2018 04 20,Gdynia, Leszczynki,Dembińskiego,RYNEK WTÓRNY,363500,52.75,8108.05687203792,3,BRAK MP,DOBRY,2015,3
2018 04 20,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,298000,39.62,8876.72892478546,4,BRAK MP,DOBRY,2010,3
2018 04 20,Gdynia, Redłowo,Powstania Wielkopolskiego,RYNEK WTÓRNY,270000,47.33,6969.44855271498,5,BRAK MP,DOBRY,70-80,2
2018 04 20,Sopot, Sopot,Bitwy Pod Płowcami,RYNEK WTÓRNY,530000,55.75,10701.3452914798,4,BRAK MP,BARDZO DOBRY,40-50,1
2018 04 20,Sopot, Sopot,Mickiewicza,RYNEK WTÓRNY,475000,55.69,9724.40294487341,3,BRAK MP,BARDZO DOBRY,60-70,1
2018 04 20,Sopot, Sopot,Żeromskiego,RYNEK WTÓRNY,320000,41.45,9050.90470446321,3,BRAK MP,DOBRY,30,1
2018 04 20,Sopot, Sopot,Cieszyńskiego,RYNEK WTÓRNY,290000,44.25,7850.84745762712,5,BRAK MP,DOBRY,70-80,2
2018 04 20,Gdynia, Śródmieście z Portem,Władysława IV,RYNEK WTÓRNY,227000,37.61,7420.57963307631,10,BRAK MP,DOBRY,40-50,1
2018 04 20,Gdynia, Witomino,Nauczycielska,RYNEK WTÓRNY,255000,55.75,5768.60986547085,2,BRAK MP,PRZECIĘTNY,70-80,2
2017 04 21,Gdynia, Wzgórze Św. Maksymiliana,Partyzantów,RYNEK WTÓRNY,255000,45.07,6945.99511870424,10,BRAK MP,PRZECIĘTNY,60-70,1
2018 04 20,Gdynia, Dąbrowa,Gorczycowa,RYNEK WTÓRNY,280000,51.25,6692.68292682927,3,BRAK MP,PRZECIĘTNY,40-50,1
2018 04 20,Gdynia, Babie Doły,Ikara,RYNEK WTÓRNY,192000,37.6,6491.48936170213,3,BRAK MP,PRZECIĘTNY,80,2
2018 04 20,Gdynia, Śródmieście z Portem,Abrahama,RYNEK WTÓRNY,293000,34.55,9917.22141823444,3,BRAK MP,BARDZO DOBRY,40-50,1
2018 04 20,Gdynia, Wielki Kack,Lipowa,RYNEK WTÓRNY,229500,44.35,6470.80045095829,1,GARAŻ JEDNOSTANOWISKOWY,PRZECIĘTNY,40-50,1
2018 04 21,Gdynia, Śródmieście z Portem,Świętojańska,RYNEK WTÓRNY,340000,49.91,8053.05549989982,6,BRAK MP,DOBRY,40-50,1
2018 04 21,Gdynia, Obłuże,Podgórska,RYNEK WTÓRNY,265000,49.35,6615.60283687943,8,BRAK MP,PRZECIĘTNY,80,2
2018 04 23,Sopot, Sopot,Powstańców Warszawy,RYNEK WTÓRNY,1125000,100.85,12173.3267228557,2,BRAK MP,BARDZO DOBRY,30,1
2018 04 23,Gdynia, Mały Kack,Parkowa,RYNEK WTÓRNY,620000,83.75,8465.67164179105,3,BRAK MP,DOBRY,2010-2015,3
2018 04 23,Gdynia, Leszczynki,Dantyszka,RYNEK WTÓRNY,195000,35.91,6842.88499025341,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 07 04,Gdynia, Wzgórze Św. Maksymiliana,Legionów,RYNEK WTÓRNY,200000,36.13,6944.4782729034,3,BRAK MP,PRZECIĘTNY,60-70,1
2017 02 09,Gdynia, Wzgórze Św. Maksymiliana,Partyzantów,RYNEK WTÓRNY,300000,52.45,6939.18017159199,3,BRAK MP,PRZECIĘTNY,60-70,1
2018 04 23,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,297500,37.48,9324.54642475987,10,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DOBRY,2010,3
2018 04 23,Gdynia, Śródmieście z Portem,Abrahama,RYNEK WTÓRNY,316000,44.24,8440.14466546112,3,BRAK MP,DOBRY,40-50,1
2018 04 23,Gdynia, Działki Leśne,Warszawska,RYNEK WTÓRNY,370000,77.95,5828.8646568313,3,BRAK MP,PRZECIĘTNY,50-60,1
2018 04 23,Gdynia, Karwiny,Brzechwy,RYNEK WTÓRNY,172000,38.75,5806.45161290323,9,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 23,Gdynia, Karwiny,Chwaszczyńska,RYNEK WTÓRNY,219000,38.75,7019.35483870968,5,BRAK MP,DOBRY,70-80,2
2018 04 23,Gdynia, Pustki Cisowskie,Chabrowa,RYNEK WTÓRNY,455000,96.54,5740.95711622126,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 04 23,Gdynia, Redłowo,Kaczewska,RYNEK WTÓRNY,215000,49.55,5583.04742684158,4,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 24,Gdynia, Działki Leśne,Wolności,RYNEK WTÓRNY,395000,43.61,10362.0270580142,2,MIEJSCE NAZIEMNE,BARDZO DOBRY,2010,3
2018 04 24,Sopot, Sopot,Okrzei,RYNEK WTÓRNY,400000,37.95,11919.8945981555,3,BRAK MP,BARDZO DOBRY,60-70,1
2018 04 24,Sopot, Sopot,Armii Krajowej,RYNEK WTÓRNY,235000,24.25,11397.9381443299,1,BRAK MP,BARDZO DOBRY,2010,3
2018 04 24,Gdynia, Dąbrowa,Nagietkowa,RYNEK WTÓRNY,240000,39.75,7391.19496855346,2,BRAK MP,DOBRY,40-50,1
2018 04 24,Gdynia, Karwiny,Buraczana,RYNEK WTÓRNY,124000,36.41,4809.88739357319,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 24,Gdynia, Oksywie,Godebskiego,RYNEK WTÓRNY,180000,55.65,4429.82929020665,3,BRAK MP,NISKI,80,2
2018 04 24,Gdynia, Śródmieście z Portem,Waszyngtona,RYNEK WTÓRNY,355000,46.65,8881.45766345123,2,BRAK MP,DOBRY,40-50,1
2018 04 24,Gdynia, Karwiny,Kruczkowskiego,RYNEK WTÓRNY,215000,40.35,6673.60594795539,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 24,Gdynia, Obłuże,Unruga,RYNEK WTÓRNY,265000,49.45,6603.84226491405,1,BRAK MP,PRZECIĘTNY,80,2
2018 04 24,Gdynia, Witomino,Widna,RYNEK WTÓRNY,222000,38.71,7103.28080599328,4,BRAK MP,DOBRY,70-80,2
2018 04 24,Sopot, Sopot,23 Marca,RYNEK WTÓRNY,245000,41.46,7239.94211287988,5,BRAK MP,DOBRY,40-50,1
2018 04 25,Sopot, Sopot,Sobieskiego,RYNEK WTÓRNY,452000,37.85,13323.1175693527,2,BRAK MP,BARDZO DOBRY,30,1
2018 07 26,Gdynia, Wzgórze Św. Maksymiliana,Gen. Dąbrowskiego,RYNEK WTÓRNY,265000,47.05,6899.89373007439,2,BRAK MP,PRZECIĘTNY,60-70,1
2018 04 25,Gdynia, Leszczynki,Dembińskiego,RYNEK WTÓRNY,335000,44.75,8777.65363128492,1,MIEJSCE NAZIEMNE,DOBRY,2015,3
2018 04 25,Gdynia, Działki Leśne,Warszawska,RYNEK WTÓRNY,230000,35.9,7819.49860724234,4,BRAK MP,DOBRY,50-60,1
2018 04 25,Gdynia, Leszczynki,Morska,RYNEK WTÓRNY,251000,42,7300,4,BRAK MP,DOBRY,2010,3
2018 04 25,Gdynia, Mały Kack,Leśna,RYNEK PIERWOTNY,469057.66,87.58,6406.96117835122,2,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 04 25,Sopot, Sopot,Tatrzańska,RYNEK WTÓRNY,385000,56.45,8009.92028343667,2,BRAK MP,DOBRY,70-80,2
2018 04 25,Gdynia, Śródmieście z Portem,3 Maja,RYNEK WTÓRNY,260000,40.05,7841.19850187266,3,BRAK MP,DOBRY,40-50,1
2017 09 21,Gdynia, Wzgórze Św. Maksymiliana,Górna,RYNEK WTÓRNY,405000,70.25,6878.29181494662,4,BRAK MP,PRZECIĘTNY,60-70,1
2018 04 25,Gdynia, Cisowa,Kcyńska,RYNEK WTÓRNY,207000,45.8,5800,1,BRAK MP,PRZECIĘTNY,80,2
2018 04 25,Gdynia, Chylonia,Chylońska,RYNEK WTÓRNY,145000,40.85,4888.12729498164,3,BRAK MP,PRZECIĘTNY,80,2
2018 04 25,Gdynia, Dąbrowa,Sojowa,RYNEK WTÓRNY,230000,45.56,6331.16769095698,2,BRAK MP,PRZECIĘTNY,40-50,1
2018 04 25,Gdynia, Leszczynki,Dembińskiego,RYNEK WTÓRNY,260000,49.42,6506.191825172,3,BRAK MP,PRZECIĘTNY,2010,3
2018 04 26,Sopot, Sopot,Władysława Łokietka,RYNEK PIERWOTNY,879629.63,51.08,18451.3240015662,4,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 04 26,Gdynia, Wzgórze Św. Maksymiliana,Redłowska,RYNEK WTÓRNY,399000,46.05,9942.23669923996,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,BARDZO DOBRY,2010,3
2018 04 26,Gdynia, Mały Kack,Leśna,RYNEK WTÓRNY,235000,33.73,8419.32997331752,2,BRAK MP,DOBRY,2010-2015,3
2018 04 26,Gdynia, Dąbrowa,Miętowa,RYNEK WTÓRNY,290000,50.85,6935.69321533923,1,BRAK MP,PRZECIĘTNY,40-50,1
2018 04 26,Gdynia, Grabówek,Beniowskiego,RYNEK WTÓRNY,270000,45.65,7196.49507119387,8,BRAK MP,DOBRY,60-70,1
2018 04 26,Gdynia, Obłuże,Płk. Dąbka,RYNEK WTÓRNY,215000,66.75,4350.56179775281,2,BRAK MP,NISKI,80,2
2018 04 26,Sopot, Sopot,Kraszewskiego,RYNEK WTÓRNY,290000,41.85,8255.19713261649,4,BRAK MP,DOBRY,70-80,2
2018 04 26,Sopot, Sopot,Żeromskiego,RYNEK WTÓRNY,280000,41.45,8085.88661037394,1,BRAK MP,DOBRY,30,1
2018 04 26,Gdynia, Wielki Kack,Starodworcowa,RYNEK WTÓRNY,350000,54.66,7605.70801317234,2,GARAŻ JEDNOSTANOWISKOWY,DOBRY,40-50,1
2017 02 09,Gdynia, Wzgórze Św. Maksymiliana,Bp. Dominika,RYNEK WTÓRNY,296500,52.46,6871.29241326725,5,BRAK MP,PRZECIĘTNY,60-70,1
2018 04 26,Gdynia, Cisowa,Kcyńska,RYNEK WTÓRNY,179000,33.05,6881.69440242057,5,BRAK MP,PRZECIĘTNY,80,2
2018 04 26,Gdynia, Grabówek,Morska,RYNEK WTÓRNY,219000,40.75,6714.11042944785,5,BRAK MP,PRZECIĘTNY,60-70,1
2018 04 27,Sopot, Sopot,Grunwaldzka,RYNEK WTÓRNY,800000,47.55,18087.0662460568,2,BRAK MP,WYSOKI,40-50,1
2018 04 27,Sopot, Sopot,Joselewicza,RYNEK WTÓRNY,399000,39.35,11498.8564167726,3,BRAK MP,BARDZO DOBRY,40-50,1
2018 04 27,Gdynia, Kamienna Góra,Necla,RYNEK WTÓRNY,378500,40.71,10637.8776713338,2,BRAK MP,BARDZO DOBRY,30-40,1
2018 04 27,Gdynia, Orłowo,Kiedronia,RYNEK PIERWOTNY,500230.5041,49.59,11330.9639866909,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 04 27,Gdynia, Chwarzno-Wiczlino,Zaruskiego Gen.,RYNEK WTÓRNY,590000,84.09,8077.91651801641,3,BRAK MP,DOBRY,2015,3
2018 04 27,Gdynia, Działki Leśne,Warszawska,RYNEK WTÓRNY,230000,40.35,7045.3531598513,5,BRAK MP,DOBRY,50-60,1
2018 04 27,Gdynia, Leszczynki,Stoigniewa,RYNEK WTÓRNY,215500,37.82,7079.74616604971,1,BRAK MP,DOBRY,70-80,2
2018 04 27,Gdynia, Oksywie,Godebskiego,RYNEK WTÓRNY,145000,47.55,4312.09253417455,3,BRAK MP,NISKI,80,2
2017 09 01,Gdynia, Wzgórze Św. Maksymiliana,Bp. Dominika,RYNEK WTÓRNY,306000,54.04,6869.57809030348,5,BRAK MP,PRZECIĘTNY,60-70,1
2018 04 27,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,310000,38.85,9345.68854568854,1,BRAK MP,DOBRY,60-70,1
2018 04 27,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,275000,35.9,9072.98050139276,2,BRAK MP,DOBRY,60-70,1
2018 04 27,Gdynia, Wielki Kack,Lipowa,RYNEK WTÓRNY,215000,36.65,7266.57571623465,4,BRAK MP,DOBRY,40-50,1
2018 04 27,Gdynia, Witomino,Konwaliowa,RYNEK WTÓRNY,180000,50.35,4811.91658391261,6,BRAK MP,PRZECIĘTNY,70-80,2
2016 11 30,Gdynia, Wzgórze Św. Maksymiliana,Gen. Dąbrowskiego,RYNEK WTÓRNY,439000,76.01,6864.99144849362,1,BRAK MP,PRZECIĘTNY,60-70,1
2018 04 27,Gdynia, Dąbrowa,Kolendrowa,RYNEK WTÓRNY,246000,58.38,5390.61322370675,1,BRAK MP,PRZECIĘTNY,40-50,1
2018 04 27,Gdynia, Obłuże,Podgórska,RYNEK WTÓRNY,285000,56.35,6248.09228039042,10,BRAK MP,PRZECIĘTNY,80,2
2018 04 27,Gdynia, Pustki Cisowskie,Czeremchowa,RYNEK WTÓRNY,203000,50.09,5291.91455380316,4,BRAK MP,PRZECIĘTNY,80,2
2018 04 27,Gdynia, Witomino,Morskiego Pułku Strzelców,RYNEK WTÓRNY,225000,41.45,6758.98673100121,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 04 27,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,160000,36.23,5823.46121998344,2,BRAK MP,PRZECIĘTNY,60-70,1
2018 04 30,Gdynia, Leszczynki,Dembińskiego,RYNEK WTÓRNY,310000,42.65,8584.29073856975,5,BRAK MP,DOBRY,2015,3
2018 04 30,Gdynia, Działki Leśne,Warszawska,RYNEK WTÓRNY,228200,40.25,7016.14906832298,4,BRAK MP,DOBRY,50-60,1
2018 04 30,Gdynia, Dąbrowa,Rdestowa,RYNEK WTÓRNY,230000,43.55,6586.45235361653,3,BRAK MP,PRZECIĘTNY,2010,3
2018 05 02,Gdynia, Orłowo,Spacerowa,RYNEK PIERWOTNY,795712.8,55.05,15654.0018165304,3,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 05 02,Gdynia, Działki Leśne,Słupecka,RYNEK WTÓRNY,241500,36.26,8066.96083838941,1,BRAK MP,DOBRY,50-60,1
2018 05 02,Gdynia, Obłuże,Perłowa,RYNEK WTÓRNY,380000,68.95,6630.31182015954,4,GARAŻ JEDNOSTANOWISKOWY,PRZECIĘTNY,80,2
2018 05 02,Gdynia, Witomino,Strażacka,RYNEK WTÓRNY,224000,39.35,7051.58831003812,5,BRAK MP,DOBRY,70-80,2
2018 05 04,Gdynia, Wielki Kack,Krośniąt,RYNEK WTÓRNY,452500,66.43,7942.85714285714,1,MIEJSCE NAZIEMNE,DOBRY,2001,3
2018 05 04,Gdynia, Cisowa,Chylońska,RYNEK WTÓRNY,197000,58.75,4527.65957446809,3,BRAK MP,NISKI,80,2
2018 05 07,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,520000,51.85,11253.2304725169,2,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,BARDZO DOBRY,2010,3
2018 05 07,Sopot, Sopot,Okrzei,RYNEK WTÓRNY,790000,59.75,14389.9581589958,1,BRAK MP,WYSOKI,60-70,1
2018 05 07,Gdynia, Śródmieście z Portem,Władysława IV,RYNEK WTÓRNY,250000,38.55,7855.77172503243,3,BRAK MP,DOBRY,40-50,1
2018 05 07,Gdynia, Śródmieście z Portem,Starowiejska,RYNEK WTÓRNY,280000,38.25,8695.42483660131,2,BRAK MP,DOBRY,40-50,1
2018 04 13,Gdynia, Wzgórze Św. Maksymiliana,Norwida,RYNEK WTÓRNY,200000,36.75,6840.81632653061,3,BRAK MP,PRZECIĘTNY,60-70,1
2018 05 07,Gdynia, Pustki Cisowskie,Sępia,RYNEK WTÓRNY,320000,63.76,6163.86449184442,5,BRAK MP,PRZECIĘTNY,80,2
2018 05 07,Gdynia, Śródmieście z Portem,Skwer Kościuszki,RYNEK WTÓRNY,499000,61.05,9333.98853398854,7,BRAK MP,DOBRY,40-50,1
2018 05 07,Gdynia, Witomino,Pogodna,RYNEK WTÓRNY,190000,38.98,6238.68650590046,1,BRAK MP,PRZECIĘTNY,70-80,2
2018 05 07,Gdynia, Witomino,Pogodna,RYNEK WTÓRNY,195000,38.79,6394.22531580304,5,BRAK MP,PRZECIĘTNY,70-80,2
2018 05 07,Gdynia, Witomino,Konwaliowa,RYNEK WTÓRNY,165000,29.75,7085.71428571429,5,BRAK MP,DOBRY,70-80,2
2018 05 08,Gdynia, Dąbrowa,Gorczycowa,RYNEK WTÓRNY,249000,44.35,6910.48478015784,1,BRAK MP,PRZECIĘTNY,40-50,1
2018 05 08,Gdynia, Leszczynki,Dembińskiego,RYNEK PIERWOTNY,383333.33,64.53,7081.31613203161,4,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 05 08,Sopot, Sopot,Tatrzańska,RYNEK WTÓRNY,310000,40.76,8945.24043179588,10,BRAK MP,DOBRY,70-80,2
2018 05 08,Gdynia, Chylonia,Chylońska,RYNEK WTÓRNY,201200,49.45,5313.65015166835,3,BRAK MP,PRZECIĘTNY,80,2
2018 05 08,Gdynia, Grabówek,Morska,RYNEK WTÓRNY,195000,37.75,6548.34437086093,3,BRAK MP,PRZECIĘTNY,60-70,1
2018 05 08,Gdynia, Oksywie,Płk. Dąbka,RYNEK WTÓRNY,220000,49.62,5677.06569931479,3,BRAK MP,PRZECIĘTNY,80,2
2018 05 08,Gdynia, Pogórze,Steyera,RYNEK WTÓRNY,159000,36.35,5779.36726272352,1,BRAK MP,PRZECIĘTNY,80,2
2018 05 09,Gdynia, Grabówek,Morska,RYNEK WTÓRNY,273000,47.75,6978.01047120419,2,BRAK MP,DOBRY,60-70,1
2018 05 09,Gdynia, Redłowo,Legionów,RYNEK WTÓRNY,355000,50.1,8324.9500998004,8,MIEJSCE POSTOJOWE W HALI GARAŻOWEJ,DOBRY,2010,3
2017 11 06,Gdynia, Wzgórze Św. Maksymiliana,Bp. Dominika,RYNEK WTÓRNY,265000,47.85,6797.91013584117,2,BRAK MP,PRZECIĘTNY,60-70,1
2018 05 09,Gdynia, Obłuże,Unruga,RYNEK WTÓRNY,205000,56.15,4842.74265360641,5,BRAK MP,PRZECIĘTNY,80,2
2018 05 09,Gdynia, Witomino,Widna,RYNEK WTÓRNY,240000,46.29,6459.9697558868,3,BRAK MP,PRZECIĘTNY,70-80,2
2018 05 09,Sopot, Sopot,23 Marca,RYNEK WTÓRNY,236500,39.68,7314.61693548387,2,BRAK MP,DOBRY,70-80,2
2018 05 10,Gdynia, Mały Kack,Wzgórze Bernadowo,RYNEK WTÓRNY,390000,56.45,8098.49424269265,3,GARAŻ JEDNOSTANOWISKOWY,DOBRY,2010-2015,3
2018 05 10,Gdynia, Mały Kack,Leśna,RYNEK PIERWOTNY,306368.78,45.26,8055.16526734423,4,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 05 10,Gdynia, Orłowo,Oficerska,RYNEK PIERWOTNY,433333.33,60.71,8300.13720968539,2,BRAK MP,DEWELOPERSKI/DO WYKOŃCZENIA,2016-2018,3
2018 05 10,Sopot, Sopot,Niepodległości Al.,RYNEK WTÓRNY,270000,31.45,10084.5786963434,2,BRAK MP,BARDZO DOBRY,60-70,1
2018 02 22,Gdynia, Wzgórze Św. Maksymiliana,Wyspiańskiego,RYNEK WTÓRNY,228000,41.73,6790.89384136113,6,BRAK MP,PRZECIĘTNY,60-70,1
2018 05 10,Gdynia, Witomino,Polskiego Czerwonego Krzyża,RYNEK WTÓRNY,180000,41.55,5661.61251504212,2,BRAK MP,PRZECIĘTNY,70-80,2
2018 05 19,Gdynia, Wzgórze Św. Maksymiliana,Wyspiańskiego,RYNEK WTÓRNY,228000,41.73,6790.89384136113,6,BRAK MP,PRZECIĘTNY,60-70,1
2017 12 18,Gdynia, Wzgórze Św. Maksymiliana,Górna,RYNEK WTÓRNY,260000,47.1,6787.26114649681,2,BRAK MP,PRZECIĘTNY,60-70,1
2018 05 10,Gdynia, Cisowa,Kurpińskiego,RYNEK WTÓRNY,195000,36.56,6735.44857768052,5,BRAK MP,PRZECIĘTNY,80,2
2018 05 10,Gdynia, Leszczynki,Gen. Orlicz - Dreszera,RYNEK WTÓRNY,120000,35.75,4772.02797202797,4,BRAK MP,PRZECIĘTNY,70-80,2
